0,247社区
1,奥克斯电气
2,奥兰里
3,奥林匹克博物馆
4,奥林花园
5,安乐村
6,安光小学
7,安光村
8,安光油墨厂
9,安太里
10,安定里
11,安泽里
12,安津医院
13,安裕新村
14,安达桥
15,安阳道
16,敖北
17,敖嘴村口
18,敖西
19,爱国东里
20,爱国北里
21,爱国里
22,爱营里
23,艾林庄
24,艾蒲庄
25,阿尔卑斯
26,鞍山西道
27,鞍山道
28,BBA公司
29,五号堤路
30,保利天汇
31,保利海棠湾
32,保安大街
33,保定桥
34,保定道
35,保山南里
36,保泽道
37,保盈里
38,保税仓
39,保税区公交站
40,保税区管委会
41,保税路
42,俵口中学
43,俵口乡政府
44,八一礼堂
45,八仙山公交站
46,八仙里
47,八台港
48,八堡
49,八堡村
50,八字桥
51,八户庄
52,八景园
53,八栋楼
54,八里台
55,八里台水厂
56,八里台第一小学
57,八里台镇卫生院
58,八里台镇卫生院(便民站)
59,八里台镇工业区南门
60,八里台镇潘家洼
61,八里坊
62,八里坊北区
63,八里庄(京福公路)
64,八里庄(胜利大街)
65,八里庄[武清区]
66,八里桥中心小学
67,八里桥村
68,八里铺村
69,八门城镇
70,兵营桥
71,别山医院
72,别山村
73,别山镇
74,别山镇政府
75,办公厅
76,包头道
77,包营村
78,北三村
79,北义
80,北五里
81,北京科技大学天津学院
82,北仇庄
83,北仑里
84,北仓
85,北仓礼堂
86,北何庄
87,北六里屯
88,北刘村
89,北区北门(创业路交警大队)
90,北区西里东门
91,北医道
92,北和顺村
93,北城街
94,北塘企业总部
95,北塘公交站
96,北塘古镇
97,北塘大街
98,北塘指挥部
99,北塘文体中心
100,北塘社区服务中心
101,北塘馨宇家园
102,北大港农场
103,北大港农场(杨苏公路)
104,北大港农场三队
105,北大附中
106,北太平庄
107,北孙庄
108,北宁公园
109,北安桥
110,北安楼
111,北小屯
112,北小屯邦喜路口
113,北岸印象
114,北岸尚城
115,北张庄
116,北抛庄
117,北擂鼓台
118,北新楼
119,北方五金城
120,北方动力
121,北方装饰城
122,北方黄金珠宝园
123,北旺
124,北水泉村
125,北汪家庄
126,北洋桥
127,北洋集装箱
128,北海粮油
129,北海路
130,北淮淀村
131,北清沟
132,北湖村
133,北王平
134,北王庄
135,北环东路
136,北疆电厂
137,北站
138,北站[万柳村大街]
139,北站[地铁站]
140,北站体育场
141,北站体育场(北宁公园)
142,北竹林
143,北肖楼
144,北营门桥
145,北辛庄
146,北辰中医院
147,北辰医院
148,北辰大厦
149,北辰工业园(京宝工业园)
150,北辰开发区站
151,北辰开发区管委会
152,北辰科技园
153,北辰科技园北
154,北辰西道
155,北辰西道京福路
156,北辰西道高铁桥
157,北辰道
158,北辰郊野公园
159,北运河桥
160,北里八口
161,北门(北马路)
162,北门(城厢中路)
163,北闸口中学
164,北闸口小学
165,北闸口开发区
166,北闸口文化体育艺术中心
167,北闸口镇卫生院
168,北陈花园
169,北靳庄
170,北靳庄南口
171,北韩路韩家墅
172,北马营
173,北马集
174,北鲁庄子
175,北鲁庄工业园区
176,北麻疸村
177,半壁店
178,博信汽配
179,博惠苑
180,博才里
181,博瑞家园
182,博盛园
183,博迈科海洋工程
184,博雅花园
185,卞兴
186,变电所路
187,宝业馨苑
188,宝元村
189,宝坻一中
190,宝坻三中
191,宝坻书香园
192,宝坻二中
193,宝坻五中
194,宝坻交通局
195,宝坻公交总站
196,宝坻医院
197,宝坻医院南门
198,宝坻四中
199,宝坻客运站
200,宝坻宾馆
201,宝坻巡警支队
202,宝坻广川路
203,宝坻建设路
204,宝坻总工会
205,宝坻档案局
206,宝坻民政局
207,宝坻法院
208,宝坻火车站
209,宝坻百货大楼
210,宝境栖园
211,宝山道
212,宝平景苑
213,宝平景苑南门
214,宝平立交桥
215,宝德学院
216,宝成博物苑(宝成奇石园)
217,宝星花园
218,宝聚家园
219,宝芝麻窝
220,宝鑫东门
221,宝鑫中门
222,宝鑫北门
223,宝鑫南门
224,宝龙城
225,宾水南里
226,宾水桥
227,宾水西道
228,宾水道(卫津南路)
229,宾水道(宾水西道)
230,宾西桥(宾悦桥)
231,宾西楼
232,宾馆南道
233,宾馆南道宾西楼
234,宾馆西路
235,宾馆西路(天津宾馆)
236,本溪楼
237,本溪路
238,本溪路地铁站
239,本溪路地铁站(本溪路)
240,本溪路站
241,板桥
242,板桥农场
243,板桥纸厂
244,板桥镇
245,板桥镇政府
246,标准厂房
247,标准食品
248,泊江东里
249,渤油基地
250,渤油基地公交站
251,渤海医院
252,渤海大楼(和平路)
253,渤海大楼(大沽北路)
254,渤海天易园
255,渤海度假村
256,渤海石油大厦(渤海石油路)
257,渤海石油大厦(渤港中心路)
258,渤海职业技术学院
259,渤海钻探研究院
260,渤龙公寓
261,渤龙山庄
262,渤龙山庄(高新六路)
263,渤龙湖庆典广场
264,滨城商厦
265,滨悦花园
266,滨愉园
267,滨新小区
268,滨旅产业园
269,滨江商厦(山西路)
270,滨江商厦(河北路)
271,滨江道(乐宾百货)
272,滨江道(伊势丹商厦)
273,滨江道(吉利大厦)
274,滨江道(国际商场)
275,滨江道(营口道)
276,滨河医院
277,滨河小区
278,滨河庭苑
279,滨海一号酒店
280,滨海三号酒店
281,滨海伊势丹
282,滨海伊势丹东门
283,滨海创业园
284,滨海名都
285,滨海国泰大厦
286,滨海国际花卉园
287,滨海大学城
288,滨海学院东门
289,滨海客运站
290,滨海客运站(109路)
291,滨海小外小学二部
292,滨海文化中心西门
293,滨海新区公交公司
294,滨海新区区委党校
295,滨海新区政府
296,滨海新村
297,滨海新村西区
298,滨海旅游区
299,滨海机场巴士站(机场货运区)
300,滨海汉沽客运站
301,滨海汽车园
302,滨海法庭
303,滨海法庭(949路)
304,滨海湖公园
305,滨海职业技术学院
306,滨海职业技术学院(厦门路)
307,滨海胜佳
308,滨海道
309,滨海重机园
310,滨海银行大田支行
311,滨海高新区
312,滨海龙都小区
313,滨湖路
314,濒开里
315,白万公路
316,白万路津港公路
317,白塔寺
318,白塘口
319,白塘口中心街
320,白塘口北
321,白塘口南
322,白峪村
323,白庄子
324,白庙
325,白庙公交站
326,白庙客运(津宇客运站)
327,白杨树
328,白杨树(津静公路)
329,白毛庄
330,白滩
331,白领公寓
332,白鹭湾
333,百兴里
334,百利电气
335,百合春天
336,百合路(百和路)
337,百货大楼(新华路口)
338,百货大楼(百盛购物中心)
339,百货大楼(福安大街)
340,石油新村一区
341,石油新村五区
342,石油新村六区
343,石油新村四区
344,碧岭园
345,碧桂园
346,碧桂园滨海城
347,碧水园
348,碧水庄园
349,碧水蓝湾花园
350,碧泉花园
351,碧波园
352,碧波街
353,碧溪卓园
354,碧溪卓园东门
355,碧溪夏园
356,碧溪秋园
357,碧溪雅园
358,碧玉家园
359,碧玉家园(喜邦线)
360,碧野新苑
361,腾旺道(北辰医药园)
362,薄台子
363,薄庄(大新路)
364,薄庄(宝武路)
365,薄庄子村
366,行政审批局
367,邦均中学
368,邦均公交站
369,邦均医院
370,邦均镇
371,部队农场
372,靶场
373,万兴工业园
374,仓上屯
375,仓上屯村
376,仓前庄
377,仓联庄
378,出头岭
379,出头岭村
380,出头岭镇
381,出头岭镇政府
382,创业中心
383,创业总部基地
384,创业路炼油厂
385,创意产业园
386,创意米兰
387,创新三路
388,创新二路
389,创新四路
390,创源道
391,原筑
392,城上村
393,城关医院
394,城厢东路
395,城厢东路(北城街)
396,城市之光
397,城建大学
398,城建高职学院
399,城际美景
400,城际美景东门
401,宸宜花园
402,岔房子
403,岔房子村碑
404,崇仁里(山西路)
405,崇仁里(河北路)
406,崇安里
407,崔兴沽村
408,崔家码头
409,崔庄子
410,崔成庄
411,崔辛庄村
412,崔黄口
413,崔黄口东关
414,崔黄口医院
415,崔黄口客运站
416,崔黄口小区
417,崔黄口西门
418,崔黄口镇政府
419,川南里
420,川府新村
421,川府新村站
422,川江里
423,川野集团
424,常家村
425,常州村
426,常州道
427,常州里(常州道)
428,常州里(靖江路)
429,常流庄
430,常青藤公寓
431,床单五厂
432,彩丽园
433,彩云街
434,彩虹花园
435,彩虹里南门
436,惠山道
437,慈水园
438,成人中专
439,成发馨苑
440,成林道
441,成科机电
442,昌凌路
443,昌凌路桥
444,昌海公寓
445,春光里
446,春华园
447,春华路
448,春华里
449,春发香料
450,春合体育用品厂
451,春和仁居
452,春和景明
453,春天花园
454,春年北里
455,春晖北里
456,春曦道
457,春曦道静文路
458,春江里
459,春港花园
460,春蕾巷
461,春阳南里
462,春阳路
463,春风里
464,晨光道
465,晨星园
466,晨晖北里
467,晨晖北里东门
468,晨晖里
469,晨晖里西门
470,晨阳花园
471,曹园小区(天狮学院东门)
472,曹场
473,曹官庄(北纬三路)
474,曹官庄(胜利大街)
475,曹家口
476,曹庄
477,曹庄地铁站
478,曹庄地铁站(曹庄)
479,曹庄子
480,曹庄子花卉市场
481,曹庄村
482,曹庄村委会
483,曹庄欣苑
484,曹庄欣苑南门
485,曹庄欣苑西门
486,曹氏弯管
487,曹辛庄
488,曹道口村
489,朝阳小学
490,朝阳小学(新港三号路)
491,朝阳新村
492,朝阳村
493,朝阳楼
494,朝阳花园
495,朝阳花园[滨海汉沽]
496,朝阳道
497,朝霞
498,村元电子
499,查里世家家具
500,柴庄子
501,柴楼新庄园
502,柴楼新庄园站
503,橙翠园
504,残联
505,汊沽港
506,汊沽港医院
507,汊沽港四街
508,汊沽港文体中心
509,汊沽港科技谷公交站
510,汊沽港镇初级中学
511,沧江道
512,测井站
513,潮宗桥
514,潮白河大桥
515,潮阳大道
516,潮阳花园
517,潮音寺
518,澄江路站
519,灿特电子
520,畅源道
521,程华欣苑
522,程庄子
523,程村
524,程林东里
525,程林二村
526,程林公墓(天津市第二殡仪馆)
527,穿港路
528,穿芳峪中学
529,穿芳峪村
530,穿芳峪镇
531,穿芳峪镇政府
532,糙甸
533,翠亨广场
534,翠亨花园
535,翠亨花园南里
536,翠亨花园南里(北杨线)
537,翠亨路武清城际站
538,翠南庄
539,翠园
540,翠屏山
541,翠屏山镇东
542,翠屏山镇西
543,翠微街
544,翠景园小区
545,翠水园
546,翠湖新村
547,翠阜新村
548,船仓峪
549,船沽村
550,苍峰园
551,苍穹道
552,茨州村
553,茨洲村
554,茶棚
555,茶淀示范镇
556,茶淀镇
557,茶淀馨苑一号门
558,茶西村
559,菜园村
560,蔡公庄
561,蔡公庄开发区
562,诚信里
563,财城大厦
564,财经大学
565,财经大学地铁站(财经大学)
566,赤贯桥
567,赤霞园
568,赤龙家园
569,超汇桂盟
570,车站立交桥
571,车管所
572,辰光路
573,辰兴路
574,辰兴路站
575,辰旺路
576,辰旺路[北辰道]
577,辰泰桥
578,辰泰集团
579,辰纬路
580,辰纬路北
581,辰纬路南
582,辰达北路
583,辰达路
584,辰远路
585,采油一厂
586,采油五厂
587,重庆街
588,重庆道
589,重阳里
590,长华里
591,长城公寓
592,长城大道
593,长城汽车公寓[中南四街]
594,长城汽车公寓[南大街]
595,长城汽车公寓[夏青路]
596,长城里
597,长官屯
598,长屯
599,长征路
600,长春道公交站
601,长春道津塔公交站
602,长江公寓
603,长江道
604,长江道[滨海塘沽]
605,长沙路
606,长泰园
607,长湖路
608,长虹公园
609,长虹公园东门
610,长虹街
611,陈咀
612,陈咀村
613,陈咀桥
614,陈咀镇政府
615,陈唐庄
616,陈嘴镇
617,陈官屯
618,陈官屯火车站
619,陈家口中心小学
620,陈家口村
621,陈家圈村
622,陈家寨
623,陈家沟
624,陈家河
625,陈寨庄村
626,陈山庄
627,鞍山西道地铁站(原传染病医院)
628,丁字沽
629,丁字沽一号路
630,丁字沽八段
631,丁字沽公交站
632,丁字沽十一段
633,丁字沽十一段(勤俭道)
634,丁字沽十三段(丁字沽一号路)
635,丁字沽十三段(咸阳北路)
636,丁字沽四段
637,丁家套
638,丁家房子
639,丁家村
640,丁庄
641,丁庄子
642,东丽体育中心
643,东丽北部许可中心
644,东丽国防教育基地
645,东丽大道
646,东丽开发区
647,东丽开发区三经路
648,东丽开发区二经路
649,东丽开发区五经路
650,东丽开发区六经路
651,东丽开发区站(东丽开发区轻轨公交站)
652,东丽开发区管委会
653,东丽排管处
654,东丽新业广场
655,东丽新业广场(东丽开发区)
656,东丽湖公交站
657,东丽湖度假村
658,东丽湖生态公园
659,东丽湖路
660,东丽礼堂
661,东丽航空商务区
662,东丽航空商务区南
663,东丽郊野公园
664,东九道
665,东二道
666,东于圈
667,东于庄
668,东于庄[蓟州区]
669,东五台寺
670,东五道中环东路
671,东井峪
672,东八道
673,东八里庄
674,东六经路
675,东兰坨
676,东兴市场
677,东兴立交桥
678,东北角
679,东升村
680,东升村(七里海大道)
681,东升里
682,东升里[武清区]
683,东南仁垺
684,东南角
685,东双塘(京福公路)
686,东双塘(双兴街)
687,东台子
688,东后子峪
689,东咀(东嘴)
690,东四路
691,东四道
692,东城家园
693,东堤头
694,东堤头商贸城(枫水湾)
695,东堤头大桥(华北桥)
696,东堤村
697,东堼
698,东塘坨
699,东大屯
700,东大屯(喜邦线)
701,东大屯中心站
702,东大站
703,东大站联合小学
704,东大街
705,东姜井
706,东姜井站
707,东孔庄
708,东孟庄村
709,东安驾校
710,东定福庄
711,东寨[宝坻大新路]
712,东寨[宝坻宝武路]
713,东寨[静海区]
714,东小王台村
715,东小许庄村
716,东尹村委会
717,东局子
718,东庄
719,东庄坨
720,东店子
721,东康家园
722,东张庄
723,东张庄公交站
724,东惠家园
725,东房子
726,东抛庄
727,东方仕嘉
728,东方商业街
729,东方大桥
730,东方小区
731,东方尚都
732,东方文化广场
733,东方新城
734,东方红立交桥
735,东施古镇
736,东昌路口
737,东李自沽
738,东杨庄村
739,东柳木村
740,东树深村
741,东桑园
742,东桑园(津静公路)
743,东桑园桥
744,东桥头
745,东桥头村
746,东梗
747,东棘坨村
748,东棘坨镇政府
749,东楼
750,东江路
751,东江路公交站
752,东江道洞庭路
753,东江道风致里
754,东河头村
755,东河筒
756,东泥沽
757,东洲桥
758,东海云天北门
759,东海商厦
760,东海花园
761,东淀
762,东王庄
763,东瑞家园
764,东瓦村
765,东疆商品交易市场
766,东疆港公交站(东疆金融贸易中心)
767,东疆湾景区
768,东疆第二联检服务中心
769,东疆纪念公园
770,东疆邮轮母港
771,东白庄
772,东白闸
773,东盈里
774,东睦粉末冶金
775,东移民
776,东窑
777,东窑洼
778,东绣针口
779,东肖庄
780,东芦庄村
781,东花园
782,东葛岑
783,东董村
784,东蛇麻港
785,东西仓村
786,东西庄房村
787,东贾口
788,东走线窝
789,东赵庄
790,东赵庄村[宁河区]
791,东赵庄村委会
792,东路庄
793,东辛庄
794,东边庄东
795,东边庄西
796,东运庄村
797,东郭家庄
798,东钓台
799,东长屯
800,东门外
801,东风北里
802,东风南路
803,东风地道(862路/962路)
804,东风地道(大直沽西路)
805,东风立交桥
806,东风里
807,东风里公交站
808,东马坊
809,东马路
810,东魏甸
811,东鲁沽
812,东齐各庄村
813,东龙虎峪村
814,丹东街
815,丹东里
816,丹佛斯
817,丹江路
818,丹江道公交站
819,丹江里
820,丹河道
821,丹荔园
822,丹霞园
823,代庄子
824,低碳产业基地
825,低碳实践基地
826,党校路口
827,兴宇路东七道
828,冬云里
829,冬平园
830,冬梅轩
831,动漫园
832,动物园
833,动物园站
834,南口路(第一医院)
835,古街西口
836,地华里
837,地球物理公司
838,地道口
839,地道口[滨海塘沽]
840,堤北里
841,堤南里
842,墩庄子
843,多伦道
844,大东路口
845,大丰堆
846,大丰桥
847,大丰西胡同
848,大丰路
849,大于庄
850,大于庄村
851,大任庄
852,大任庄北
853,大任庄小学
854,大任庄村
855,大众家园
856,大侯庄
857,大侯庄新区
858,大光明市场
859,大光明市场(泉州路)
860,大光明桥
861,大光明桥(十一经路)
862,大八亩坨村
863,大兰各庄村
864,大兴峪村(大星峪村)
865,大兴庄
866,大刘坡
867,大刘坡村委会
868,大刘堡
869,大刘村
870,大化乐金公司
871,大化技校
872,大化西门
873,大北涧沽村
874,大千佛顶村
875,大千管业
876,大卷子村
877,大口屯
878,大口屯医院
879,大口屯派出所
880,大口屯火车站
881,大口屯路
882,大口屯镇北
883,大同道
884,大同道(建设路)
885,大同门
886,大同门(洪湖里)
887,大吕庄
888,大周庄
889,大唐庄
890,大地十二城
891,大坨村
892,大埝村
893,大堼上中学
894,大堼上村
895,大套村
896,大孙各庄
897,大孙庄
898,大孙庄小学
899,大孙庄村委会
900,大孟庄
901,大学城地铁站
902,大学城地铁站(大学城)
903,大安小区
904,大安村
905,大安桥
906,大安海福花园
907,大安道
908,大宗商品交易市场
909,大宝庄
910,大宫城
911,大宫城东村
912,大宫城南村
913,大宫城西村
914,大寨
915,大寺
916,大寺东
917,大寺中学
918,大寺新家园
919,大寺村
920,大寺镇政府
921,大寺龙居花园
922,大屯
923,大巨各庄
924,大庄子
925,大庄子桥
926,大庆道小学
927,大庆里
928,大庆里(黑牛城道)
929,大张屯
930,大张庄
931,大彩各庄
932,大押虎寨
933,大明道
934,大明道营德路
935,大曲河
936,大曹庄
937,大月河
938,大李庄
939,大杨各庄
940,大杨庄
941,大杨庄[宝坻区]
942,大柳滩小学
943,大柳滩村
944,大柳滩桥
945,大桥道
946,大桥道市场
947,大桥道食品公司
948,大梁子派出所(新城派出所)
949,大梁子渡口
950,大梁子渡口公交站
951,大毕庄
952,大毕庄(金钟街)
953,大毕庄中学
954,大江里
955,大汪庄
956,大沙沃村
957,大沙沃村(木大路)
958,大沙河公共汽车站
959,大沙窝村
960,大沽化工厂
961,大沽化工厂[临港厂区]
962,大沽南路
963,大沽南路日报大厦
964,大沽桥
965,大沽物流公司
966,大沽路小白楼
967,大洋冻品
968,大海北
969,大港一中
970,大港世纪广场
971,大港东环路
972,大港二中
973,大港二小
974,大港八中
975,大港公交站
976,大港公园
977,大港公园北门
978,大港医院
979,大港四中
980,大港学苑路
981,大港实验中学
982,大港支队
983,大港新客运站
984,大港曙光里
985,大港村
986,大港桃园小区
987,大港油田总医院
988,大港游泳馆
989,大港电厂
990,大港电厂生活区
991,大港石化公司
992,大港石化园区
993,大港老客运站
994,大港财政局
995,大港郭庄子
996,大港郭庄子(547路)
997,大滩
998,大王台村
999,大王圈村
1000,大王圈村(大王圈路)
1001,大王圈村西
1002,大王庄
1003,大王庄村
1004,大王御史
1005,大田小区
1006,大田庄
1007,大田村
1008,大田村委会
1009,大田村村口
1010,大田镇
1011,大田镇政府
1012,大白庄
1013,大白庄镇第二小学
1014,大直沽
1015,大直沽(东兴路)
1016,大直沽三号路
1017,大直沽五号路
1018,大直沽后台(大直沽中路)
1019,大直沽后台(荐福道)
1020,大石峪村
1021,大碱厂镇
1022,大神堂
1023,大神堂六街
1024,大神堂四街
1025,大站新村
1026,大红桥
1027,大肚庄
1028,大胡同商贸中心
1029,大胡同商贸中心(605路)
1030,大胡同长途客运站
1031,大艇村
1032,大良庄
1033,大芦庄
1034,大苏庄村委会
1035,大营门
1036,大袁庄村
1037,大角甸
1038,大诸庄[大诸庄路]
1039,大贾庄
1040,大贾庄口
1041,大赵各庄
1042,大辛中学
1043,大辛村
1044,大连东道
1045,大连道
1046,大道口
1047,大道口西
1048,大道张庄
1049,大邓庄
1050,大邱庄
1051,大邱庄公交站
1052,大邱庄工业区
1053,大邱庄桥
1054,大邱庄镇政府
1055,大钟八字桥
1056,大钟庄农场
1057,大钟镇
1058,大陈庄
1059,大陈庄[宝坻区]
1060,大韩庄
1061,大韩庄小学
1062,大顷甸村
1063,大马杓沽村
1064,大高庄
1065,大麦沽村
1066,大黄土庄北
1067,大黄土庄南
1068,大龙湾村
1069,天桥医院
1070,定向井公司
1071,定福庄
1072,定福庄村
1073,帝景度假村
1074,店子
1075,当城
1076,当城东
1077,当城批发市场
1078,德园
1079,德恩公寓
1080,德悦里
1081,德才里
1082,德才里(吴家窑)
1083,德景花园
1084,德盈里
1085,德益里
1086,德远高级中学
1087,德锦里
1088,杜家庄
1089,杜鹃道乐桥里
1090,洞庭一号桥
1091,洞庭路
1092,洞庭路[地铁站]
1093,洞庭路[集疏港公路]
1094,洞庭路七大街
1095,洞庭路六大街
1096,洞庭路北口
1097,洞庭路四大街
1098,独乐寺
1099,独流
1100,独流减河大桥
1101,独流减河桥
1102,独流医院
1103,独流购物中心
1104,独流镇
1105,独流镇二小
1106,独流集贸市场
1107,独立村
1108,王村公交站
1109,电传新能源公司
1110,电力机车
1111,电厂家属院
1112,电子信息职业学院
1113,电子科技十八所
1114,电缆公司
1115,电表厂
1116,电装电机
1117,登州路地铁站
1118,登州路地铁站(登州路)
1119,登州里
1120,稻地
1121,窦庄子[蓟州区]
1122,窦庄子公交首末站
1123,窦庄子村委会
1124,第一大街公交站
1125,第一大街站
1126,第七大街(第七大街站)
1127,第三医院(正义道)
1128,第三医院(江都路)
1129,第三石油化工厂
1130,第三社区
1131,第三钻井公司
1132,第九大街站
1133,第二儿童医院
1134,第二冷冻厂
1135,第二夏利厂
1136,第二大街
1137,第二大街(第二大街站)
1138,第二热源厂
1139,第五大街(南海路)
1140,第五大街站
1141,第六中药厂
1142,第六城
1143,第六埠
1144,第六大街(第六大街站)
1145,第六大道站
1146,第十一大街站
1147,第十大街站
1148,第四大街(第四大街站)
1149,翟庄子村委会
1150,董庄
1151,董庄镇政府
1152,董莫院
1153,董莫院(义塘路)
1154,董莫院学校
1155,蝶桥公寓
1156,豆张庄医院
1157,豆张庄村
1158,豆张庄法庭
1159,豆张庄火车站
1160,达园
1161,道古峪
1162,邓善沽
1163,邓善沽中学
1164,邓店村
1165,都市桃源公寓
1166,都旺新城
1167,钢管公司地铁站
1168,钢管公司地铁站(钢管公司)
1169,顶佳园
1170,顶园食品
1171,顶新总部
1172,顶益食品
1173,顶秀欣园
1174,鼎盛科技
1175,EOD总部港
1176,二七一医院
1177,二七二医院
1178,二五四医院
1179,二化道口
1180,二十五中学
1181,二十里铺
1182,二号公寓
1183,二号桥
1184,二号门(新港一号路)
1185,二号门(海安路)
1186,二号院
1187,二号院邮局(创业路二号院)
1188,二宫
1189,二宫南门(光华路)
1190,二宫南门(富民路)
1191,二煤气
1192,二煤气立交桥
1193,二王公庄
1194,二穆(天津市第二回民公墓)
1195,二米庄
1196,二经路
1197,二道桥
1198,二道沟
1199,二里店
1200,二附属医院
1201,二附属西门
1202,儿童世界
1203,儿童医院
1204,儿童村
1205,儿童药业
1206,尔王庄
1207,芭而蒂服饰
1208,一汽丰田西门
1209,丰乐里
1210,丰产河
1211,丰产河地铁站
1212,丰华电子小区
1213,丰台南
1214,丰台镇
1215,丰台镇政府
1216,丰年村
1217,丰泽二大道
1218,丰泽道
1219,丰津传动
1220,丰田发动机厂
1221,丰田合成
1222,丰田模具
1223,丰盈西苑
1224,丰盛园
1225,丰达园
1226,付台村
1227,付家屯村
1228,佛罗伦萨小镇
1229,佛罗伦萨小镇北门
1230,傅庄村委会
1231,傅村
1232,冯台子
1233,冯台村
1234,冯家庄
1235,冯高庄
1236,凤凰小区
1237,凤凰路
1238,凤城楼
1239,凤山道
1240,凤歧里
1241,凤河桥
1242,发展二路
1243,发展二道
1244,复兴庄
1245,复兴路
1246,复兴路[地铁站]
1247,复兴门
1248,复地温莎堡
1249,复康路八里台
1250,奉化道
1251,奉献南里
1252,妇女创业中心
1253,妇幼医院
1254,宝坻房管局
1255,富兴庄
1256,富兴御园
1257,富力城公交站
1258,富力桃园
1259,富力津门湖
1260,富华小区
1261,富城庄园
1262,富士康
1263,富士胶片
1264,富士通天
1265,富奥电装空调
1266,富平里
1267,富康小区
1268,富有庄村
1269,富民商业街
1270,富民桥
1271,富民路
1272,富民路昆仑路口(原天津钢厂)
1273,富民路站
1274,富民里北门
1275,富泉公寓
1276,富王庄
1277,富裕家园
1278,富通南门
1279,富通集团
1280,富龙湾家园
1281,峰山药王庙
1282,峰山药王庙公园
1283,府君山公园
1284,府君庙
1285,府君庙(津静公路)
1286,府君庙中学
1287,府君庙医院
1288,府君花园
1289,府君里
1290,方家庄
1291,方家庄工业园
1292,方山道站(方山道公交站)
